"Ladybug"|-0.041185084552992|"3"|"55"|"Chameleon"
"Lila"|-0.147654773201793|"3"|"55"|"Chameleon"
"Marinette"|-0.219074777581475|"3"|"55"|"Chameleon"
"Marinette and Lila"|-0.586760878562927|"3"|"55"|"Chameleon"
"Max"|0.109994687139988|"3"|"55"|"Chameleon"
"Miss Bustier"|-0.0478637839357058|"3"|"55"|"Chameleon"
"Mylène"|0.669525861740112|"3"|"55"|"Chameleon"
"Nadja"|0.599076151847839|"3"|"55"|"Chameleon"
"Nino"|-0.124134838581085|"3"|"55"|"Chameleon"
"Plagg"|-0.318617140253385|"3"|"55"|"Chameleon"
"Quentin's mother"|-0.165139824151993|"3"|"55"|"Chameleon"
"Rose, Max and others"|-0.135077178478241|"3"|"55"|"Chameleon"
"Sabrina"|0.484850466251373|"3"|"55"|"Chameleon"
"Tikki"|-0.500429371992747|"3"|"55"|"Chameleon"
"Waitress"|-0.455879494547844|"3"|"55"|"Chameleon"
" Marinette"|-0.443314373493195|"3"|"76"|"Christmaster"
"Alya"|0.108493268489838|"3"|"76"|"Christmaster"
"Bear"|-0.618501350283623|"3"|"76"|"Christmaster"
"Cat Noir"|-0.0278115429376301|"3"|"76"|"Christmaster"
"Chris"|-0.251666650176048|"3"|"76"|"Christmaster"
"Christmaster"|-0.344477799203661|"3"|"76"|"Christmaster"
"Colonel Woof-Woof"|0.109391253102909|"3"|"76"|"Christmaster"
"Hawk Moth"|-0.131779274770192|"3"|"76"|"Christmaster"
"Ladybug"|-0.022896931783573|"3"|"76"|"Christmaster"
"Ladybug and Cat Noir"|-0.587292939424515|"3"|"76"|"Christmaster"
"Ladybug, Cat Noir, and Santa Claus Claus"|-0.271977782249451|"3"|"76"|"Christmaster"
"Marinette"|-0.177728627941438|"3"|"76"|"Christmaster"
"Nadja"|-0.506447494029999|"3"|"76"|"Christmaster"
"Nino"|0.0190701161821683|"3"|"76"|"Christmaster"
"Philippe"|-0.118757949935065|"3"|"76"|"Christmaster"
"Philippe and Cat Noir"|0.0217449069023132|"3"|"76"|"Christmaster"
"Philippe and Ladybug"|-0.587292939424515|"3"|"76"|"Christmaster"
"Roger"|-0.35618132352829|"3"|"76"|"Christmaster"
"Santa Claus Claus"|-0.31937369026921|"3"|"76"|"Christmaster"
"Santa Claus Claus and Ladybug"|0.0298226475715637|"3"|"76"|"Christmaster"
"Soldier"|-0.167831964790821|"3"|"76"|"Christmaster"
"Soldiers"|0.583340406417847|"3"|"76"|"Christmaster"
"T-rex"|0.313555121421814|"3"|"76"|"Christmaster"
