"Sabine"|-0.0624450743198395|"4"|"96"
"Sass"|-0.180698756660734|"4"|"96"
"Shadow Moth"|-0.131977538267771|"4"|"96"
"Stompp"|0.539839744567871|"4"|"96"
"The Collector"|0.672617316246033|"4"|"96"
"The rest of the kwamis"|0.372877240180969|"4"|"96"
"The rest of the Kwamis"|-0.230975538492203|"4"|"96"
"Tikki"|-0.159426097240713|"4"|"96"
"Tom"|-0.114207221911504|"4"|"96"
"Wayzz"|-0.0268073876698812|"4"|"96"
"Wayzz and Barkk"|-0.623125314712524|"4"|"96"
"Weredad"|-0.211825563149019|"4"|"96"
"Xuppu"|0.572484970092773|"4"|"96"
"Ziggy"|-0.429605484008789|"4"|"96"
" Marinette"|-0.443314373493195|"2"|"29"
"Adrien"|0.149156889981694|"2"|"29"
"Alya"|-0.134229928255081|"2"|"29"
"Cat Noir"|-0.218513437679836|"2"|"29"
"Chloé"|-0.231226065871762|"2"|"29"
"Despair Bear"|-0.106435823771689|"2"|"29"
"Fireman"|0.103033244609833|"2"|"29"
"Hawk Moth"|-0.398336099726813|"2"|"29"
"Ivan"|-0.53169384598732|"2"|"29"
"Jean"|0.299059829291175|"2"|"29"
"Juleka"|-0.135077178478241|"2"|"29"
"Kim"|0.36630014862333|"2"|"29"
"Ladybug"|-0.0937293817599614|"2"|"29"
"Marinette"|-0.232057040291173|"2"|"29"
"Max"|0.464710831642151|"2"|"29"
"Miss Bustier"|-0.336657106876373|"2"|"29"
"Mr. Damocles"|-0.192297992961747|"2"|"29"
"Mylène"|-0.271314337849617|"2"|"29"
"Person"|0.00671482086181641|"2"|"29"
"Rose"|0.319180165018354|"2"|"29"
"Sabrina"|-0.353337444365025|"2"|"29"
"Student"|-0.594586044549942|"2"|"29"
"Tikki"|0.0801137387752533|"2"|"29"
"Tom"|0.294233083724976|"2"|"29"
" Superpower Sequence Aspik"|-0.128132224082947|"3"|"65"
" Superpower Sequence Cat Noir"|-0.726003736257553|"3"|"65"
" Superpower Sequence Ladybug"|-0.135131418704987|"3"|"65"
" Superpower Sequence Viperion"|-0.128132224082947|"3"|"65"
"Adrien"|-0.119234118482162|"3"|"65"
"Alix"|-0.0771476030349731|"3"|"65"
"Alya"|-0.118628430366516|"3"|"65"
"Anarka"|-0.318356984853745|"3"|"65"
"Aspik"|0.0700820833444595|"3"|"65"
"Cat Noir"|0.0523239821195602|"3"|"65"
"Cat Noir's voice"|-0.0354633331298828|"3"|"65"
"Desperada"|-0.129416016431955|"3"|"65"
"Hawk Moth"|0.290940543015798|"3"|"65"
"Hawk Moth "|0.65361613035202|"3"|"65"
"Jagged Stone"|-0.0232483774423599|"3"|"65"
"Juleka & Luka"|-0.194568037986755|"3"|"65"
"Juleka and Luka"|-0.491179525852203|"3"|"65"
"Kagami"|0.291918283700943|"3"|"65"
"Ladybug"|-0.00654455209555833|"3"|"65"
"Ladybug "|-0.655840992927551|"3"|"65"
"Ladybug, Cat Noir, & Viperion"|-0.271977782249451|"3"|"65"
"Luka"|0.0142986423829023|"3"|"65"
"Marinette"|0.0122166872024536|"3"|"65"
"Master Fu"|0.294848084449768|"3"|"65"
"Mylène"|0.170942842960358|"3"|"65"
"Penny Rolling"|-0.703570067882538|"3"|"65"
"Plagg"|0.0478606879711151|"3"|"65"
"Sass"|0.3365758061409|"3"|"65"
"Tikki"|-0.72519388794899|"3"|"65"
"Viperion"|0.0908210352063179|"3"|"65"
"Vivica"|0.1070356965065|"3"|"65"
"Adrien"|-0.0153599613242679|"4"|"97"
"Astro Cat"|0.372106409072876|"4"|"97"
"Barkk"|-0.551813378930092|"4"|"97"
"Bob"|-0.674010574817657|"4"|"97"
"Captain Hardrock"|0.588405251502991|"4"|"97"
"Carapace"|-0.628758385777473|"4"|"97"
"Cat Noir"|-0.148917034268379|"4"|"97"
"Cat Noir and Ladybug"|-0.271977782249451|"4"|"97"
"Cat Noir's voicemail"|0.538766264915466|"4"|"97"
"Cosmobug"|-0.0841198762257894|"4"|"97"
"Cosmobug and Astro Cat"|-0.271977782249451|"4"|"97"
"Ephemeral"|-0.669667035341263|"4"|"97"
"Everyone"|-0.271977782249451|"4"|"97"
"Gabriel"|0.0469761065074376|"4"|"97"
"Jeanne d'Arc"|0.59325909614563|"4"|"97"
"Journalist"|0.605802774429321|"4"|"97"
"Kwamis"|-0.661768704652786|"4"|"97"
"Ladybug"|-0.00661870426145093|"4"|"97"
"Ladybug and Su-Han"|-0.271977782249451|"4"|"97"
"Luka"|-0.154403692797611|"4"|"97"
"Marinette"|-0.293401346487157|"4"|"97"
"Moolak"|-0.225134048610926|"4"|"97"
"Ms. Bustier"|0.472682356834412|"4"|"97"
"Nathalie"|0.178952217102051|"4"|"97"
"Pegasus"|-0.747054040431976|"4"|"97"
"Plagg"|-0.248579730590185|"4"|"97"
"Polymouse"|0.408162832260132|"4"|"97"
"Rose"|-0.0572398900985718|"4"|"97"
"Sass"|-0.151517676455634|"4"|"97"
"Shadow Moth"|0.289471179246902|"4"|"97"
"Shadownoir"|0.203663206100464|"4"|"97"
"Su-Han"|-0.301705602142546|"4"|"97"
"Tikki"|0.21424213051796|"4"|"97"
"Vesperia"|-0.535828739404678|"4"|"97"
"Viperion"|-0.039221312602361|"4"|"97"
"Wayzz"|-0.0180426836013794|"4"|"97"
"Adrien"|-0.0140932699044545|"3"|"68"
"Alix"|0.304465523787907|"3"|"68"
"Alya"|0.352662552148104|"3"|"68"
"André Glacier"|0.593111157417297|"3"|"68"
"Bus Driver"|0.59236615896225|"3"|"68"
"Cat Noir"|-0.193208027631044|"3"|"68"
"Cat Noir "|-0.0303431281021663|"3"|"68"
"Clara Contard"|-0.0539411902427673|"3"|"68"
"Dormant Sentimonster"|0.642358303070068|"3"|"68"
"Feast"|0.668968588113785|"3"|"68"
"Gabriel"|-0.141023868322372|"3"|"68"
"Gabriel Agreste"|-0.698625594377518|"3"|"68"
"Hawk Moth"|0.148053374555376|"3"|"68"
"Ladybug"|-0.353729766148787|"3"|"68"
"Ladybug "|0.104338392615318|"3"|"68"
"Ladybug, Cat Noir, & Master Fu"|-0.271977782249451|"3"|"68"
"Marinette"|-0.0480082648641923|"3"|"68"
"Master Fu"|-0.118820466425108|"3"|"68"
